"Tarih","PM10","SO2","NO2","O3"
"2020/1/17","20.07649","6.27752","16.16612","72.64531"
"2020/1/17","16.10227","5.89291","17.96907","72.90546"
"2020/1/17","16.97608","6.46799","21.30454","72.92747"
"2020/1/16","31.60059","6.743581","20.63927","73.00248"
"2020/1/16","32","6.64775","29.09034","62.4244"
"2020/1/16","42.71624","6.05909","69.82059","35.21187"
"2020/1/16","21.53582","4.7855","56.84045","42.05042"
"2020/1/16","24.89831","3.75302","38.52619","58.66581"
"2020/1/16","26.94908","4.45006","42.20114","59.81232"
"2020/1/16","38.69362","4.69346","34.18427","62.97026"
"2020/1/16","39","8.36211","38.54274","59.29859"
"2020/1/16","40.9476","11.0524",,"60.04285"
"2020/1/16","44.88906","11.21993","39.9948",
"2020/1/16","69.37791","18.00876","45.08587","55.42631"
"2020/1/16","53.41846","17.99516","59.10442","32.90517"
"2020/1/16","51.04843","7.18626","62.75255","18.54469"
"2020/1/16","51","5.56192","66.4623","11.99366"
"2020/1/16","33.45892","6.15449","65.25672","9.728624"
"2020/1/16","27.14489","4.8797","58.14189","10.55308"
"2020/1/16","33.82178","4.35408","35.44234","21.53179"
"2020/1/16","34","4.84177","32.54506","21.1276"
"2020/1/16","34","4.544559","34.93626","18.75899"
"2020/1/16","42.7757","4.5401","37.13974","16.96065"
"2020/1/16","42.02496","4.39422","48.83841","12.28832"
"2020/1/16","46.883","4.5117","48.459","12.94134"
"2020/1/16","47","5.33187","55.71874","10.29295"
"2020/1/16","55.79575","4.60526","61.60687","10.05424"
"2020/1/15","53.07224","5.58392","63.86456","11.26206"
"2020/1/15","57.87234","7.97272","77.37988","16.87612"
"2020/1/15","40.45958","8.13112","96.66523","12.12045"
"2020/1/15","40","5.85653","70.79568","30.90444"
"2020/1/15","36.10992","5.6753","56.84217","43.59159"
"2020/1/15","36","12.6266","79.84525","27.8846"
"2020/1/15","36","13.90873","63.72306","43.16537"
"2020/1/15","43.80665","9.49033","49.72905","51.47486"
"2020/1/15","37.17872","10.65887","38.43661","58.49497"
"2020/1/15","43.82153","12.28182",,"57.3729"
"2020/1/15","67.35502","14.36318","47.50502",
"2020/1/15","72.86544","12.7448","57.88685","27.53695"
"2020/1/15","73","8.39909","55.5316","14.35096"
"2020/1/15","62.31055","5.9529","59.86725","10.49891"
"2020/1/15","51.30415","6.28767","58.21606","8.196975"
"2020/1/15","44.18536","5.35966","51.68948","8.811301"
"2020/1/15","39.13997","4.73355","47.24828","8.942858"
"2020/1/15","41.92577","4.33861","47.58262","8.34758"
"2020/1/15","42.97309","4.39492","42.75458","10.88704"
"2020/1/15","38.12766","4.65938","48.02366","9.525039"
"2020/1/15","56.51489","4.7006","47.86162","12.37047"
"2020/1/15","57","4.4435","54.90627","12.57941"
"2020/1/15","53.10765","5.14093","62.37941","11.23051"
"2020/1/15","58.84615","4.98155","58.59662","16.17786"
"2020/1/14","67.76168","4.40031","62.12437","15.35817"
"2020/1/14","64.11163","5.06318","67.33411","13.72056"
"2020/1/14","110.7947","5.1477","71.36965","11.77936"
"2020/1/14","70.09476","6.48544","90.64017","11.65792"
"2020/1/14","32.99716","6.85914","95.44938","11.6734"
"2020/1/14","32","6.88844","48.75682","42.37723"
"2020/1/14","46.59575","10.20674","31.32407","59.44801"
"2020/1/14","47","14.39416","32.71451","55.83467"
"2020/1/14","39.21591","18.00204","39.24966","46.71144"
"2020/1/14","39.97239","19.07802","38.10056","47.15552"
"2020/1/14","61.44914","15.61851",,"37.87768"
"2020/1/14","62","12.30082","63.55076",
"2020/1/14","57.1203","6.97596","59.1803","18.46194"
"2020/1/14","52.12784","6.70933","67.54807","13.3753"
"2020/1/14","48.1078","6.63138","66.18044","10.56023"
"2020/1/14","34.3773","5.5294","59.17231","10.21377"
"2020/1/14","29.13475","5.16107","49.30341","11.9758"
"2020/1/14","29","4.73118","35.41381","15.47663"
"2020/1/14","29.9713","4.7585","36.34153","14.68669"
"2020/1/14","43.62986","4.60587","32.99751","18.11133"
"2020/1/14","43.02652","4.62365","46.43409","12.13117"
"2020/1/14","52.73294","5.39894","51.84923","11.05312"
"2020/1/14","53","5.47948","56.16891","11.30849"
"2020/1/14","54.95171","5.20927","64.51614","10.96144"
"2020/1/13","57.91915","4.64552","58.51561","11.62697"
"2020/1/13","46.3234","4.91633","65.29266","12.08473"
"2020/1/13","33.35085","4.100341","66.82746","13.56281"
"2020/1/13","36.89065","3.98148","62.98134","23.07535"
"2020/1/13","30.18421","5.65766","81.55407","19.54713"
"2020/1/13","26.11197","6.32887","67.16523","28.59833"
"2020/1/13","30.85202","8.25292","41.5296","53.78334"
"2020/1/13","38.7813","9.96327","35.49883","54.92747"
"2020/1/13","24.42433","11.20092","29.09605","58.8569"
"2020/1/13","27.88669","9.56069","29.8218","53.2601"
"2020/1/13","46.46176","9.52167","36.09106","43.4648"
"2020/1/13","47","9.14779",,"35.56166"
"2020/1/13","51.85856","7.46506","44.90728",
"2020/1/13","52.97015","4.93943","50.61855","12.08116"
"2020/1/13","36.46294","4.86187","50.75947","9.61314"
"2020/1/13","33.08865","5.26575","60.76188","9.335146"
"2020/1/13","33","4.249959","46.24923","9.926851"
"2020/1/13","33","4.41352","42.0876","10.00483"
"2020/1/13","33.97167","3.990782","41.69506","10.65785"
"2020/1/13","27.1983","4.47848","45.16917","8.452944"
"2020/1/13","39.63173","4.1618","43.67374","9.386934"
"2020/1/13","53.6227","4.62526","43.94704","9.508966"
"2020/1/13","61.78409","6.6367","62.83642","9.759579"
"2020/1/13","56.13754","6.05785","72.69961","9.202398"
"2020/1/12","28.77778","6.06451","70.98053","11.93889"
"2020/1/12","28.97196","5.25567","47.74694","24.49985"
"2020/1/12","32.89033","6.22083","44.35556","30.21451"
"2020/1/12","72.83852","7.2269","45.70036","31.83188"
"2020/1/12","68.16973","9.1724","89.48137","13.81997"
"2020/1/12","75.78409","11.00827","80.88595","18.60481"
"2020/1/12","67.24255","10.3599","71.99897","24.88856"
"2020/1/12","62.14164","8.45354","72.77036","25.05167"
"2020/1/12","66.85856","8.18175","75.70816","25.19037"
"2020/1/12","70.88304","6.92802","72.22662","27.41663"
"2020/1/12","65.16822","7.39783","64.24683","30.5187"
"2020/1/12","59.16849","5.30716","59.75941","24.57783"
"2020/1/12","42.46609","4.709249",,"13.05712"
"2020/1/12","34.2276","4.72067","57.67917",
"2020/1/12","31.08511","4.82226","60.79498","9.432177"
"2020/1/12","20.3125","5.14511","59.45018","10.21139"
"2020/1/12","21.94326","5.99905","33.1624","29.42934"
"2020/1/12","24.91489","6.1491","37.0165","29.42815"
"2020/1/12","33.73412","6.17364","56.33494","21.04664"
"2020/1/12","25.25273","5.64643","49.37987","20.94366"
"2020/1/12","37.61526","6.69142","46.28346","26.95299"
"2020/1/12","33.13868","7.4401","69.29282","13.9926"
"2020/1/12","33","7.10435","78.99341","11.5591"
"2020/1/12","33","11.13328","91.08121","14.34262"
"2020/1/11","63.12057","9.931991","46.84318","39.05618"
"2020/1/11","108.6969","9.61093","88.03044","19.47392"
"2020/1/11","80.80966","7.7864","100.5285","13.10683"
"2020/1/11","79.0289","5.57775","89.16243","12.41868"
"2020/1/11","19.70497","6.01619","102.2401","11.59363"
"2020/1/11","18.97143","5.42661","46.70111","50.34324"
"2020/1/11","21.91135","8.719891","38.40181","56.52817"
"2020/1/11","25.88423","10.91405","34.37084","57.47585"
"2020/1/11","26.97034","16.76425","21.64516","70.33683"
"2020/1/11","27","17.33178","23.76364","67.86761"
"2020/1/11","25.05941","19.70867","23.71685","66.92648"
"2020/1/11","19.17822","19.84402","26.30489","59.95221"
"2020/1/11","18.0297","15.76764","26.44354","60.25044"
"2020/1/11","18","12.57824",,"52.98006"
"2020/1/11","18","9.88816","46.63892",
"2020/1/11","16.0591","9.4392","36.9138","50.07476"
"2020/1/11","17.94012","8.68399","19.11247","63.72865"
"2020/1/11","11.21813","7.57088","13.64198","68.76054"
"2020/1/11","13.90665","6.79342","16.41602","66.79016"
"2020/1/11","12.05949","6.50852","15.6743","69.42963"
"2020/1/11","9.093352","5.73583","28.56486","60.30997"
"2020/1/11","22.58416","5.486279","22.97285","65.62222"
"2020/1/11","23","6.05103","26.11832","60.29747"
"2020/1/11","31.74845","6.76514","31.00113","54.82865"
"2020/1/10","62.08398","7.23734","61.51958","30.58001"
"2020/1/10","50.40373","6.17984","78.55067","14.65871"
"2020/1/10","17.93303","4.937639","61.43457","17.57081"
"2020/1/10","17","5.226321","78.26539","13.5759"
"2020/1/10","17","6.66139","98.27591","13.77354"
"2020/1/10","19.91051","5.79416","44.14445","48.38298"
"2020/1/10","24.85148","9.37979","38.81489","57.96101"
"2020/1/10","30.81766","7.32367","33.86589","54.33398"
"2020/1/10","22.26733","8.59284","35.5103","53.2022"
"2020/1/10","29.75232","7.91971","29.56733","57.36275"
"2020/1/10","30","8.66442","28.05593","55.76324"
"2020/1/10","57.20478","8.32231","26.42015","51.432"
"2020/1/10","60.90803","9.46542","58.8973","30.83896"
"2020/1/10","84.2851","8.642281","96.96021","15.9713"
"2020/1/10","31.6383","9.83545",,"14.33078"
"2020/1/10","23.20851","6.34099","56.85586",
"2020/1/10","18.14873","5.54089","44.48108","20.10193"
"2020/1/10","20.90803","5.192039","49.43407","14.3581"
"2020/1/10","16.14798","4.439602","44.98887","15.6189"
"2020/1/10","30.55676","4.658768","36.86644","23.47478"
"2020/1/10","31","4.492238","29.37619","29.86627"
"2020/1/10","25.1563","5.179338","38.72646","23.62657"
"2020/1/10","36.64255","5.98799","42.83617","20.86091"
"2020/1/10","39.91892","6.26595","54.36881","12.89014"
"2020/1/9","40.97021","6.21382","59.95911","10.41438"
"2020/1/9","52.64204","8.39011","79.57481","8.426751"
"2020/1/9","46.20851","9.72031","83.24406","10.17984"
"2020/1/9","25.62465","8.5639","81.52782","16.21298"
"2020/1/9","25","7.0774","85.33399","18.13633"
"2020/1/9","18.20684","7.45069","90.86781","16.22191"
"2020/1/9","18","8.65379","119.52","21.67585"
"2020/1/9","27.7","5.265782","55.01411","38.81449"
"2020/1/9","19.28041","6.19161","52.88251","39.82765"
"2020/1/9","16.08511","8.66939","42.16462","49.717"
"2020/1/9","19.87553","7.72867","43.30802","45.97747"
"2020/1/9","35.50142","5.82429","55.45457","37.71323"
"2020/1/9","30.1867","6.62023","59.77026","29.94485"
"2020/1/9","30","6.25947","66.9661","28.49714"
"2020/1/9","10.67485","5.80535","64.87331","30.73955"
"2020/1/9","8.062305","4.758569",,"43.07915"
"2020/1/9","11.8797","5.21369","28.32123",
"2020/1/9","12","4.95381","17.4687","72.5715"
"2020/1/9","11.03253","5.67786","10.65512","78.94811"
"2020/1/9","11","5.37825","8.107594","81.91856"
"2020/1/9","12.93768","5.31659","9.098078","79.341"
"2020/1/9","11.06232","5.263669","13.6009","72.56198"
"2020/1/9","10.03116","4.945009","10.81317","75.6854"
"2020/1/9","10","5.162982","19.62996","67.98429"
"2020/1/8","19.66206","5.3194","20.94623","63.28159"
"2020/1/8","20","5.227539","19.65735","64.83706"
"2020/1/8","21.94261","4.835782","33.66905","58.24257"
"2020/1/8","23.93452","4.904809","35.14337","60.8106"
"2020/1/8","19.15559","4.44433","29.31971","64.14356"
"2020/1/8","21.90638","4.849799","35.31396","58.2509"
"2020/1/8","22.96888","4.994689","28.09986","62.59702"
"2020/1/8","13.31161","5.37236","33.60515","56.29422"
"2020/1/8","21.71955","5.276928","24.74499","61.75947"
"2020/1/8","22","5.387662","30.15215","56.10433"
"2020/1/8","17.14798","5.594518","33.3193","54.4566"
"2020/1/8","11.17785","5.60237","26.16168","59.22061"
"2020/1/8","8.086957","4.782012","23.2005","62.41071"
"2020/1/8","8","5.492549","26.19534","61.10466"
"2020/1/8","8","5.492851","23.40932","64.00248"
"2020/1/8","9.9375","4.794438","14.70892","70.77078"
"2020/1/8","8.062411","5.007249",,"73.56439"
"2020/1/8","7.031161","5.788488","6.91228",
"2020/1/8","10.87518","5.414221","6.847237","74.06565"
"2020/1/8","11","5.733489","7.060625","72.69532"
"2020/1/8","7.125196","5.361198","8.313565","73.01379"
"2020/1/8","8.937888","4.38712","9.266392","74.49127"
"2020/1/8","9","5.387231","11.02484","73.05309"
"2020/1/8","9.974101","4.963289","14.39455","68.15573"
"2020/1/7","10","5.026759","15.12486","65.25078"
"2020/1/7","9.031206","5.065189","16.04117","63.181"
"2020/1/7","8.031161","5.339981","19.048","58.10923"
"2020/1/7","7.031161","5.317639","20.69918","55.70371"
"2020/1/7","7","5.756871","23.34029","54.40184"
"2020/1/7","7.966102","5.782598","24.02666","55.12807"
"2020/1/7","8.967391","5.977141","20.40877","57.17405"
"2020/1/7","7.061135","5.912299","22.03771","57.43002"
"2020/1/7",,"5.808529","22.89925","53.97979"
"2020/1/7",,"6.115879","19.5381","53.6119"
"2020/1/7",,"6.455022","22.42625","44.17616"
"2020/1/7","10","5.531782","26.49089","51.52665"
"2020/1/7","12.89763","5.799811","21.47742","53.44999"
"2020/1/7","12.02488","5.088691","22.13812","53.93038"
"2020/1/7","15.90654","5.886211","23.37566","51.35044"
"2020/1/7","8.180181","6.07679","15.54878","58.47532"
"2020/1/7","7.025496","6.130318","9.992709","60.68678"
"2020/1/7","14.79632","6.293081",,"59.63792"
"2020/1/7","9.144272","6.31801","9.28522",
"2020/1/7","8.024079","6.54394","8.726076","57.58955"
"2020/1/7","8.975886","6.69757","10.49936","52.95948"
"2020/1/7","21.68156","6.79877","12.34112","49.88547"
"2020/1/7","24.9257","6.86342","48.19768","34.69636"
"2020/1/7","24.02028","6.470071","66.59638","27.43754"
"2020/1/6","26.93002","6.70156","57.79271","35.34819"
"2020/1/6","38.72214","6.735229","61.38835","31.70568"
"2020/1/6","23.38472","6.503951","74.95103","24.66831"
"2020/1/6","14.21702","6.579329","80.80379","23.84266"
"2020/1/6","14","6.504948","59.30867","34.12787"
"2020/1/6","26.68741","6.370599","57.18564","38.93236"
"2020/1/6","19.19568","6.478948","66.31909","29.43708"
"2020/1/6","18.02623","6.676279","59.58939","32.32656"
"2020/1/6","20.9314","6.340129","58.45969","31.49674"
"2020/1/6","24.89538","5.801799","57.5428","31.25966"
"2020/1/6","27.92714","5.987999","57.42071","33.48318"
"2020/1/6","23.12057","6.1321","64.41116","27.26075"
"2020/1/6","6.409929","6.193571","68.92939","28.21617"
"2020/1/6","15.75887","6.05802","57.05669","31.90629"
"2020/1/6","15.02415","5.64482","62.56084","31.01516"
"2020/1/6","15","4.926151","60.31913","30.88241"
"2020/1/6","22.80432","5.03291","33.66905","48.41632"
"2020/1/6","20.07846","5.577401","33.97658","52.32372"
"2020/1/6","23.90031","5.223791",,"54.75881"
"2020/1/6","20.09077","5.194689","47.91982",
"2020/1/6","21.95739","5.054381","50.82224","37.36796"
"2020/1/6","17.12057","5.103141","43.90368","42.87904"
"2020/1/6","14.07224","5.30801","41.47996","45.77745"
"2020/1/6","24.75","5.28091","46.03014","44.50891"
"2020/1/5","12.31303","5.09929","43.93734","49.48544"
"2020/1/5","10.04823","6.034651","31.30467","59.17358"
"2020/1/5","8.051437","5.638522","27.02322","63.46554"
"2020/1/5","16.78906","5.33813","24.13621","68.34444"
"2020/1/5","15.04984","5.18272","27.632","65.86451"
"2020/1/5","59.85358","5.031289","34.0188","56.424"
"2020/1/5","42.43121","4.967641","86.98918","24.42663"
"2020/1/5","57.59264","4.92901","82.63641","25.67731"
"2020/1/5","72.6181","4.681448","63.30029","36.16431"
"2020/1/5","54.48373","4.96696","56.14951","36.91198"
"2020/1/5","38.40793","4.415909","47.02404","36.81198"
"2020/1/5","38","4.63826","43.3006","38.34422"
"2020/1/5","36.05263","5.160119","41.7892","37.83943"
"2020/1/5","33.07932","5.458341","39.50698","36.89532"
"2020/1/5","34.95016","5.647318","38.80862","38.33648"
"2020/1/5","34.02299","6.251799","35.14508","39.12642"
"2020/1/5","35.94625","6.629058","23.7391","44.66667"
"2020/1/5","35.0255","6.201561","21.65315","48.36572"
"2020/1/5","33.05099","6.888261","21.43919","48.30679"
"2020/1/5","28.12766","6.919939",,"46.77082"
"2020/1/5","34.82128","6.748652","28.11241",
"2020/1/5","33.05325","6.964252","42.50639","35.08508"
"2020/1/5","43.72628","6.844982","45.48925","35.6238"
"2020/1/5","31.28437","7.169418","63.26263","25.07131"
"2020/1/4","48.5514","7.13398","69.31737","21.09962"
"2020/1/4","64.59644","7.065561","68.76906","21.15915"
"2020/1/4","65","6.586409","69.87822","17.91488"
"2020/1/4","62.07638","6.008761","87.756","12.05795"
"2020/1/4","46.40793","4.892471","86.04433","16.1862"
"2020/1/4","42.10184","4.141231","60.1531","31.14017"
"2020/1/4","32.26201","3.542908","45.2268","42.83559"
"2020/1/4","32","3.708459","31.54716","54.46196"
"2020/1/4","33.9472","4.017801","19.45024","67.82118"
"2020/1/4","47.65697","4.683852","30.98687","53.222"
"2020/1/4","38.24242","4.810081","42.95142","33.89511"
"2020/1/4","42.87234","4.95615","46.82492","32.08964"
"2020/1/4","39.10213","5.38625","50.09706","28.3132"
"2020/1/4","22.43404","6.023301","50.20147","24.91356"
"2020/1/4","26.87234","6.153902","44.77948","27.69589"
"2020/1/4","15.30638","4.97167","45.29412","30.86575"
"2020/1/4","21.82153","5.681411","23.74481","45.49708"
"2020/1/4","19.08295","6.341899","25.39429","41.93375"
"2020/1/4","20.94704","5.680031","27.60005","38.11147"
"2020/1/4","26.85047","6.477559","26.39789","34.40646"
"2020/1/4","29.92899","6.495728",,"28.2621"
"2020/1/4","29.02553","6.43685","40.27837",
"2020/1/4","38.7454","6.084811","49.49855","18.1393"
"2020/1/4","47.78267","5.734771","59.3024","12.58"
"2020/1/3","44.10213","5.605179","64.39918","12.80085"
"2020/1/3","21.58891","4.847588","74.17336","12.53357"
"2020/1/3","23.91781","5.004789","48.3426","43.49813"
"2020/1/3","26.92512","4.792181","54.05272","41.74802"
"2020/1/3","34.78783","4.89894","68.25499","32.826"
"2020/1/3","32.08359","4.8059","71.27893","28.29296"
"2020/1/3","28.09756","4.2906","64.06825","34.57492"
"2020/1/3","25.08062","4.40371","45.03908","47.81152"
"2020/1/3","16.24187","4.695981","41.36642","48.41156"
"2020/1/3","27.67751","5.296491","34.21564","52.11716"
"2020/1/3","26.05375","6.275938","31.4998","54.76912"
"2020/1/3","35.73126","7.237122","35.10856","46.50607"
"2020/1/3","53.47626","7.95838","40.95448","36.01133"
"2020/1/3","48.16796","8.29911","64.43112","18.64589"
"2020/1/3","40.21151","7.76117","68.00224","12.2532"
"2020/1/3","24.39506","6.884012","67.20688","11.03943"
"2020/1/3","23.02699","6.720259","40.3166","21.58715"
"2020/1/3","16.19802","6.62205","36.25937","30.18773"
"2020/1/3","17.94618","6.254921","38.86225","29.5478"
"2020/1/3","15.08074","5.752339","43.02674","31.74914"
"2020/1/3","15.97309","5.622762","47.37551","32.04142"
"2020/1/3","16","6.38175",,"39.09609"
"2020/1/3","21.83178","5.986818","40.97673",
"2020/1/3","6.374415","5.776198","40.95448","45.40481"
"2020/1/2","4.052877","5.75505","43.35024","42.24269"
"2020/1/2","20.57749","5.99567","37.15286","49.82594"
"2020/1/2","13.21499","5.911759","37.6076","51.97191"
"2020/1/2","20.78409","5.45725","36.70955","54.78877"
"2020/1/2","35.59689","5.075029","51.32147","46.00544"
"2020/1/2","37.94617","4.972048","73.16747","28.93526"
"2020/1/2","26.32249","5.493911","57.51028","41.53372"
"2020/1/2","29.88502","5.154579","42.51209","53.50654"
"2020/1/2","36.81464","5.0822","46.1819","52.23026"
"2020/1/2","18.53106","5.307328","40.88943","54.4566"
"2020/1/2","17.02644","5.47843","39.57259","50.85279"
"2020/1/2","23.82318","5.93793","38.93927","45.92985"
"2020/1/2","4.539007","5.82899","51.48236","38.98772"
"2020/1/2","15.6766","6.115699","49.65031","40.44912"
"2020/1/2","8.215298","6.249062","72.06458","17.41366"
"2020/1/2","6.053901","6.358998","53.42511","26.70178"
"2020/1/2","8.917748","6.226228","17.77794","63.72032"
"2020/1/2","11.92056","6.398932","18.45005","63.73044"
"2020/1/2","12.97348","6.203009","23.04189","60.20877"
"2020/1/2","13","6.02058","20.93083","63.62924"
"2020/1/2","12.0253","6.69458","21.15848","66.21334"
"2020/1/2","11.02695","6.243642","18.579","69.84394"
"2020/1/2","16.83875","6.419912",,"70.35353"
"2020/1/2","11.15341","6.164","21.30112",
"2020/1/1","15.86525","5.82984","13.13647","80.93873"
"2020/1/1","19.8922","5.855171","19.4394","74.18292"
"2020/1/1","27.7781","5.678322","23.28551","68.40753"
"2020/1/1","28.97196","5.669091","24.6868","68.77959"
"2020/1/1","28.02644","5.95141","25.04967","67.28127"
"2020/1/1","24.11215","5.274462","23.40019","68.62421"
"2020/1/1","25.94525","5.593328","23.44812","68.36824"
"2020/1/1","13.36775","5.57059","45.96566","39.60621"
"2020/1/1","23.68883","5.543091","36.33126","43.08978"
"2020/1/1","5.537482","5.693539","37.75651","41.33775"
"2020/1/1","17.63225","5.791558","24.33819","54.02502"
"2020/1/1","16.05666","5.801","30.78604","50.7516"
"2020/1/1","16.96947","5.756419","30.81228","48.58062"
"2020/1/1","22.83204","5.73606","29.46805","49.59795"
"2020/1/1","15.2243","6.049781","21.31595","48.2175"
"2020/1/1","17.91692","5.110649","15.51968","63.13158"
"2020/1/1","14.1138","6.368951","17.82073","48.71098"
"2020/1/1","25.64356","6.738279","21.0535","28.10782"
"2020/1/1","20.17021","6.633711","30.00266","18.43992"
"2020/1/1","28.74504","6.957751","28.91575","15.3159"
"2020/1/1","29.97167","7.18169","36.60342","10.04353"
"2020/1/1","33.88604","6.534119","39.94688","11.03943"
"2020/1/1","39.81651","6.695699","50.56606","7.902907"
"2020/1/1","30.26521","6.30185",,"9.236754"
"2019/12/31","26.11783","5.67763","42.04025",
"2019/12/31","20.1677","6.37546","45.72831","22.10802"
"2019/12/31","24.87161","6.1267","33.85163","34.82613"
"2019/12/31","22.08499","6.12184","40.09636","33.28317"
"2019/12/31","14.22727","6.20794","34.73029","35.45296"
"2019/12/31","20.80198","5.87418","37.74681","33.87964"
"2019/12/31","22.94211","5.801","31.85069","40.36876"
"2019/12/31","20.08851","6.00229","31.66412","42.129"
"2019/12/31","20","5.68601","31.55343","41.04797"
"2019/12/31","18.05919","5.59416","27.62516","40.00742"
"2019/12/31","20.91589","5.93647","27.33075","40.06696"
"2019/12/31","16.12894","6.85317","22.42169","44.17556"
"2019/12/31","16.97159","5.99348","21.66685","43.50766"
"2019/12/31","13.11347","6.13718","22.15866","42.72368"
"2019/12/31","15.91489","6.67969","28.48498","37.90015"
"2019/12/31","15.02837","5.97572","15.52767","44.56607"
"2019/12/31","12.08499","6.67116","9.231018","47.72461"
"2019/12/31","14.90991","6.34296","9.406178","46.97813"
"2019/12/31","17.91602","6.0517","9.44954","45.52565"
"2019/12/31","9.253125","6.15886","10.11538","44.2839"
"2019/12/31","11.91892","6.11586","9.347982","44.80179"
"2019/12/31","12.97167","6.22659","11.33237","42.69511"
"2019/12/31","11.05658","5.89204","16.19636","40.11577"
"2019/12/31","11","6.43296","17.20738","40.65271"
"2019/12/30","12.94334","6.44518",,"41.55598"
"2019/12/30","21.74468","6.16942","17.47326",
"2019/12/30","12.28902","6.57171","18.49684","39.74848"
"2019/12/30","12","6.57956","20.01224","39.03593"
"2019/12/30","12","6.69068","24.51677","37.187"
"2019/12/30","14.91121","6.35176","24.95781","36.12205"
"2019/12/30","17.9194","6.55862","22.90723","35.49105"
"2019/12/30","9.267326","6.36309","25.23909","33.11411"
"2019/12/30","18.70297","6.33638","24.42605","33.95047"
"2019/12/30","24.82153","6.26042","47.7709","25.34157"
"2019/12/30","22.08511","5.81702","60.66774","20.28349"
"2019/12/30","18.11348","6.71703","59.89635","19.44356"
"2019/12/30","19.94065","6.79162","45.16289","27.06728"
"2019/12/30","26.80282","6.97226","46.12257","25.66599"
"2019/12/30","18.25234","7.10643","62.45472","8.826778"
"2019/12/30","15.08676","7.27833","47.4377","18.79589"
"2019/12/30","15.97151","6.90564","39.95315","21.89193"
"2019/12/30","13.09335","7.47953","47.49532","13.84199"
"2019/12/30","10.08924","7.41112","38.86624","18.34289"
"2019/12/30","9.029787","7.63227","40.02903","15.1147"
"2019/12/30","15.79178","7.5432","15.93733","34.41777"
"2019/12/30","24.73153","6.929","42.19429","9.830417"
"2019/12/30","29.83796","7.16962","44.23631","4.183776"
"2019/12/30","17.36506","7.42733","43.31201","5.178496"
"2019/12/29","15.06126","7.32197","40.55395","11.21741"
"2019/12/29","43.14441","7.65753",,"8.626637"
"2019/12/29","21.62607","7.27689","42.74031",
"2019/12/29","15.17847","7.7197","40.05014","8.085062"
"2019/12/29","11.11881","7.5913","32.40812","11.06502"
"2019/12/29","16.82178","7.46171","35.96725","9.378601"
"2019/12/29","13.11898","7.02348","36.80768","8.131495"
"2019/12/29","13.96952","6.9217","28.82675","12.98956"
"2019/12/29","13.02955","7.38953","23.8361","15.47722"
"2019/12/29","15.91163","7.18567","25.1324","15.85521"
"2019/12/29","27.66764","7.37624","28.89921","19.96919"
"2019/12/29","8.583091","7.77932","35.49369","18.63517"
"2019/12/29","6.059575","7.58022","26.39333","24.14387"
"2019/12/29","2.118812","7.70009","17.32492","35.04102"
"2019/12/29","2","7.4851","19.96146","36.18932"
"2019/12/29","2","7.60973","13.96321","43.22073"
"2019/12/29","0.060694","7.64737","10.98148","49.05386"
"2019/12/29","1.935085","7.15432","12.17337","51.61058"
"2019/12/29","4.911077","7.23089","13.0874","52.08978"
"2019/12/29","7.90625","7.55453","14.76427","53.01067"
"2019/12/29","10.9163","7.66606","15.07008","54.43993"
"2019/12/29","15.85127","7.81135","16.91012","53.46249"
"2019/12/29","8.237624","7.03031","27.38381","47.01444"
"2019/12/29","9.943182","6.88643","31.67382","42.77309"
"2019/12/28","14.85106","6.94035","24.28056","49.41222"
"2019/12/28","13.05957","7.00024","29.46235","42.4433"
"2019/12/28","13","6.58783",,"40.31815"
"2019/12/28","17.84448","6.92021","45.16061",
"2019/12/28","13.14821","6.28734","58.23318","28.27629"
"2019/12/28","12.02963","5.72796","46.35764","36.81257"
"2019/12/28","18.78509","6.20413","38.41322","43.0862"
"2019/12/28","11.24965","6.71168","39.5743","42.11888"
"2019/12/28","9.062235","6.4383","33.25312","39.76515"
"2019/12/28","8.031117","6.46959","48.9297","27.49171"
"2019/12/28","14.78218","6.59581","42.07676","31.90808"
"2019/12/28","7.248939","7.03107","40.09978","36.80483"
"2019/12/28","7.966102","6.86732","30.16584","44.53452"
"2019/12/28","9.937695","7.46942","29.39616","43.60469"
"2019/12/28","10","6.88739","38.27971","25.95887"
"2019/12/28","10","6.95244","49.80493","26.89167"
"2019/12/28","15.80822","7.50051","23.81385","50.28966"
"2019/12/28","7.292373","7.35861","15.27834","57.7467"
"2019/12/28","7","7.02247","10.84398","55.40845"
"2019/12/28","9.906515","6.49129","9.292638","60.57368"
"2019/12/28","12.90652","6.6191","10.84512","63.78699"
"2019/12/28","15.90652","6.67739","24.97379","50.90339"
"2019/12/28","26.62597","6.61692","29.4207","38.30612"
"2019/12/28","27.97036","7.07086","56.45647","11.52636"
"2019/12/27","11.54091","6.88804","55.31821","18.66315"
"2019/12/27","22.60597","6.62458","59.34519","24.8082"
"2019/12/27","34.62712","6.76351","60.31457","24.82784"
"2019/12/27","58.25212","6.71139",,"19.72895"
"2019/12/27","28.96738","6.281102","75.7401",
"2019/12/27","16.37341","5.379312","60.98953","22.81283"
"2019/12/27","16","5.563531","33.44197","43.76006"
"2019/12/27","19.86885","5.80971","29.84918","47.24303"
"2019/12/27","20","5.8553","35.79779","40.71759"
"2019/12/27","20.96889","5.738029","29.52682","45.29826"
"2019/12/27","27.7971","6.17646","44.01836","34.45349"
"2019/12/27","28.96802","6.335259","29.57703","45.93104"
